"","Response.ID","Comments"
"2047","hpB6EYtZ",""
"2048","CxC4A5iV","Fix the old pool.  Less money  and it will work fine"
"2049","0eCYoZIF",""
"2050","TgB6u4vs",""
"2051","AVCYxM6N","Considering what is happening in this country today, we should be more interested in making sure that everyone has food, shelter and clothing.  If federal funding is withheld by the current resident of the White House, we should not be spending money on a pool.  Jefferson County is a huge county and a pool in Port Hadlock will not be convenient for a lot of the residents. Let's not be asking people for more tax revenue when some people may soon be unemployed."
"2052","4jEBi6Zh",""
"2053","0yDTLA1E",""
"2054","w9CKS3SV",""
"2055","wCfvbUia","There should be dedicated times for lap swimming, during which the pool would not be used for other activities. It's not worth building a new facility if user charges won't cover the bulk of the operating costs."
"2056","lQDTzJAe","I went through much of the information on the pool that I found online. The vast majority of people who want the pool live in Port Townsend. Can’t believe you chose Hadlock. Most people want the lap pool and warm water recreation pool not all the extras you seem to be adding. The number of people filling out the surveys is very small ( a little over a thousand). I continue to be amazed how money is spent in our area. The salaries of city and county officials are exorbitantly high. How about repaving the streets in Port Townsend?  They are horrible. Looking at the studies that have been done on the pool over the years I wonder how much money has already been spent on it and who paid for that?  Thanks for having the survey."
"2057","TXkc1lu0","Jefferson Conty should be getting ready to fund the Trump admen defunding of Food, Medicare and education."
"2058","AQC4TTiD","We might use the AC when our families visit from Seattle or out of state."
"2059","iMCYeDPr","The county needs this facility to happen.  I am hoping that there could be ""matching"" funding between our local philantropists and county taxpayers to construct and maintain our dream of a comprehensive community facility. Our present demographics and economy is hardpressed to add more tax burden on its citizens. As our population is expected to grow, our needs for infrastructure should come first. Access to the proposed property will probably require a roundabout on Rhody Drive, for instance.   There's a lot more infrastructure that needs to take place if we are going to flourish as a community with it's expected growth and needs.  My answers to this survey would be very different if I still had my family living here. Alas. I am a Senior on Soc Sec  living in my home. More tax would hurt, yes, but I also support city/county pride and commitment for our future families!"
"2060","ifCYkSrl","There needs to be more detailed information about construction and operation costs and usage fees. Will we be able to keep it open? Suggest studying Sequim aquatic center experience."
"2061","l5CixaHA","We already have very high sales tax in this county & l don't think that people who will never use the facility should have to pay for it. With everything rising in price right now, a higher sales tax will only hurt people on low incomes. I also expect there will be monetary charges for use of the facilities & classes. While l feel this could be a nice asset to the community, the folks that want it  & intend to use it should figure put how to cover the cost."
"2062","VXfTye2u","The sewage system in the county and better education for our children are better ways to spend our county,s money."
"2063","3UCKFLqE","Please make this a salt water pool."
"2064","B2B6Xc5s","must have services and activity for ALL ages"
"2065","KnCiU7XQ","No taxes for a facility that will be used by a TINY percentage of residents. Plenty of pool opportunities at existing infrastructure for those inclined. Absolutely against this and everyone I've talked with. I am in the target demographic for this and I'm strongly opposed to wasting a single penny on this."
"2066","FODTfQeM",""
"2067","dZkk9EsJ",""
"2068","ViCi1U6d","Are boys who ID as girls going to be allowed to use the girls locker room? Why don’t you use the increase in property taxes received when you changed how you calculate home values to finance your pool. I’m about taxed out."
"2069","28EBGs3e","Thanks for your efforts. It would be nice if the facility had space for community non-profits to meet at a low cost. This would have the potential to reduce vehicle traffic for folks that live in east county and for PT residents who could combine meetings with a workout before or after their meetings."
"2070","aLCiGbCH",""
"2071","cIB6sPEm","Please install a saltwater pool, or any option that doesn’t require chlorine penetrating into our children’s bodies all day…  Also: Steam rooms are so much healthier and enjoyable than a dry sauna. Please consider this option heavily.  Thank you!"
"2072","b6CY9jyn","I think that this is a ludicrous thing to be taking up the voters time and attention when we should be focusing on protecting our community from literal nazis. But okay. I don’t see why poisoning water with chlorine, thus poisoning your children is fun for you, but if you want to so bad just dunk some in their bath at home. Don’t make the town pay for it."
"2073","uYB65Dew",""
"2074","pSkVH3ss",""
"2075","bhCiVgoA",""
"2076","AkB6xxhN",""
"2077","DVCYLisx",""
"2078","2ykr2b5e","How about you fix the old pool which was gonna cost a small fraction of a new center and lower our property taxes it is getting harder to afford to live here. If you just keep raising it all you’re going to have is a bunch of old retired people that are rich you’ll have no one else to actually work all the services for the county. stop the spending."
"2079","z7CKFhNV",""
"2080","JIB6bYAa",""
"2081","8WCYQPVP","Although I don’t have young adults in my household I work with them.  Ensuring their FREE access to a pool and gym would be an incredible benefit to young people and ultimately to our community.  Also including childcare and pre-k programs are in incredible need.    Thank you!"
"2082","zVDTri72","The facility needs to be built in Hadlock, a neutral location for all schools to benefit"
"2083","A4fpI9M0","As a young family we feel like this is a nice to have but not a must-have. There are a lot of ways once we're able to take advantage of all the wonderful things that Port Townsend has to offer."
"2084","rTCYbkyh","WE CAN NOT AFFORD IT!  It will only service a very small percent of JC residents and is insane to burden all of us with more taxes to cover it."
"2085","odCiA18W","Fix the potholes in the roads then talk to me about the superfluity of the proposed pool."
"2086","kLC47vNH",""
"2087","juCiBz0X","We have an upcoming recycling crisis and the county wants to build a glorious rec center to benefit a few people. This is the same ridiculous grandiose thinking that drove the failed PDA at Fort Warden. If there is not enough funding and interest for a YMCA type rec center how can there be enough funding and need to run a glorious public rec center?"
"2088","j0CKSYUL","Universal gym room would be good for strength training"
"2089","rNCYfBnY","An aquatic facility is a must in Jeff County. I would very much use the facility to swim laps and engage in other water activities. Also living in a county surrounded by water we need to have a state of the art new pool so all of the children in our communities have access to safe, educational, life-saving swim lessons. This aquatic facility is a must for Jeff County. The children of our communities deserve the same access to swim lessons and water sports as the kids in the cities. Living in a rural area should not preclude the children of Jeff County from learning how to correctly swim. Also water based physical therapy will benefit all ages young and old. Please make this happen for the benefit off all ages in Jeff County. Thank you"
"2090","CQB6RJDm","I fully support the building of an aquatic and recreation facility in EJC. I would use it as often as possible for water aerobics and stretching classes for my advanced age of 77. And the youth NEED to learn to swim in this community surrounded by water! And for healthy recreation. We need this facility for all age groups."
"2091","NICYLkst",""
"2092","mQCYRahK","I would strongly advise that you consult with other communities that have pools/aquatic complexes. I know that Sequim had a lot of hard lessons to learn. I think they started offering memberships that you could renew at the same rate that you started the membership. They did not increase the amount paid for family with each passing year, so the early birds were able to cruise by, then the facility became financially unstable. I think the important thing is the swimming pool. Other activities may be encouraged to occur in other venues, like the Chimacum School complex. Be sure there's enough parking, too. My husband used to be a long distance swimmer but due to shoulder issues has had to stop. I also think it's very important to children that they learn how to swim at an early age. Thank you for allowing us to have input, Jack and Johanna"
"2093","KZfcS8uR","I'm sorry to see it leave Port Townsend where, I think, the largest population of users live."
"2094","7eCiJIxM",""
"2095","VPf2tDvj","you and i know the county and city will over spend any limits and it will be in the RED always."
"2096","ycDTQTxW",""
"2097","7UCKMbrD",""
"2098","nwC4FrV4",""
"2099","LCC4zXdl",""
"2100","0ckaECMK",""
"2101","nzfxJ1bb",""
"2102","IDB6ti7S",""
"2103","n9CKa6sw",""
"2104","yNCYHZ8f","curious how long the tax would be in place. is it permanent? or time-limited"
"2105","E1feaTz1","Even though we do not have any little ones in our family at this time - I would have used it when my kids were small and think it is important for young families.  I would reluctantly  support the increased sales tax but Port Townsend’s sales tax is already 9.4% so that would make our sales tax extremely high.   Thank you for your efforts."
"2106","IMB6QGZ1",""
"2107","OeEBhLet","I think a public acquatic/rec ctr is a high value for any community that can sustain it, thinking of others, esp my family who are not part of my household. But...I might stop swimming laps if it's not in PT. Just fact."
"2108","gDCKgQ3j","Really hope to see this happen!  As a family with young children, having a modern pool would absolutely be a huge benefit for us in the community.  It makes sense to have somewhere quality where local children can learn to swim given our area’s orientation to the water, boating, etc. Safety and local culture call for a place for children to learn to to navigate the water."
"2109","jLDTI2la","Fix the old pool and bring it up to usefulness standards. Don’t build a new one."
"2110","kcfYzqrx","Yes!! I answered that I would not use youth after school care or kids programs because I don’t have young kids but I think they are very much needed and would support financially anyway I can."
"2111","AFC4Mvfe","Update the current facility in port townsend   This would be more cost effective   A Hadlock location would even further isolate Forks residents from using the pool while expecting them to pay for it"
"2112","EHEB876k","Very supportive of this endeavor.  Thanks very much."
"2113","OwB6SrCN","it’s absurd that there is NOTHING of quality in terms of an “aquatic center” to aid in resident preparedness in water sports and wellness of ALL citizens. People need to make a decision and integrate taxes to make it happen!!! Wayyyy overdue!"
"2114","BBCK17PZ","This facility is so needed for our community. It has been frustrating that my child has had such limited opportunities to learn and practice water safety and confident swimming. We have almost completely switched to having to rely on out of county pools (40 minutes to an hour away) to swim which has hindered our ability to swim as regularly as she needs."
"2115","XADTLb3Y",""
"2116","YpDT9JOU",""
"2117","bLC4QKyK",""
"2118","ViCY4sPb","I swam laps several times a week when I lived in Seattle. Unfortunately the current pool is not inviting. I would definitely support and attend a new facility."
"2119","JCkfXidW","Do not spend taxpayer dollars to do this. Property taxpayers are already taxed to the hilt. If people want an aquatic center they should join a private one."
"2120","m1DT2KMB","I would only be able to use the facility were it salt water/UV, etc., sanitized. Breathing and bathing in chlorine is injurious to my health.  May very well be injurious to everyone, even if tolerated."
"2121","p4kkRT1m",""
"2122","1VCKmkq4","We need to put all the money into an aqua  center nothing eles as water benefits totally the entire population more than one pool warm water for old and young cool for lap swimming this is a birth to death and all disabilities EVERYONE  no matter who we can talk 360 301 3655"
"2123","jLC4tUbs","I feel that those households whom would use such facilities should bear the tax burden. Those of us whom would never use a new aquatic and recreation facility should not have to pay."
"2124","0DC41rFC","Hopefully you’re not using public funds for the survey… We do not need another pool at the expense of the taxpayers in Port Townsend"
"2125","BaB6FoJr","It seems to me that this will happen no matter how many people are against it. And we probably do need an upgrade, though I’m very sorry the old pool cannot be rehabilitated. .2% is not a “small” tax. The sales tax in PT and Jefferson Co. Is already a lot.  I have always voted to fund community efforts like this, but so much debt and too many eyes bigger than stomachs around here these days. And paying for growth that I do not want to encourage.  Sorry to be such a downer, but the growth in this area and the way it’s happening, disturbs me."
"2126","4ZCihdub","Basic items like roads and water transmission aren't covered so why go off on this luxury?"
"2127","uvCiFKcS",""
"2128","mHB6JLLV","I like the location plan. In my mind it should be a large enough pool area to hold competitions, thereby encouraging multi-county sports and additional revenue. Locker facilities should allow monthly rentals for regular users."
"2129","QUC4phs3","excited about planned location."
"2130","Y4C4j29O",""
"2131","FmCYDKmV",""
"2132","AoCiyqa4",""
"2133","N7kUTmeC",""
"2134","04C49aE8",""
"2135","YDCKL6Le","Likely. Big user."
"2136","9JCiVFId",""
"2137","0WfuZElb","I strongly feel like the pool should be located in Port Townsend city limits. I think pools are so important for the community and that it will get the most use in town where it will be more accessible to a higher density population. Either way I support the pool. I do NOT think it should be in hadlock. I would support a pool there as well but think it is ill advised to have our county’s only pool in a rural area."
"2138","5GEB0SGn","I would use a pool for water aerobics several times per week in a new facility. The PT pool is too small, too crowded and generally rather stinky so I never use it."
"2139","XmB61LMx",""
"2140","iMDTEDQv",""
"2141","SnCK66Pe",""
"2142","fKCih7PW",""
"2143","5bCYjLb5","On fixed income and don’t want or need anymore taxes or fees"
"2144","GzEBxfvn","Yes. I know it is old fashioned but I think and feel that it is VERY IMPORTANT to have a CLEAR policy regarding who uses which dressing room before the building is built.   As a woman I vote for dressing rooms for women and girls to be for human eings who were born with the traditional female physical characteristics that we associate with females. And vice versa for the dressing rooms for those with the male physical characterisitcs.  It is unfair especially to women to have to deal with humans who were not female at birth in a dressing room where we - especially the young -are vulnerable.  Let's return to the easier days when female dressing rooms were for those who were born with female genitalia and male dressing rooms were for those born with male genitalia.  I know that people have had surgeries to change their bodies. Maybe there has to be a policy for those people.  Perhaps the pool needs THREE dressing rooms.  I feel that a clear policy needs to be written and BEFORE the pool is built and opens.  I, for one, do not want to read about another kafuffel in the newspaper for months on end.  Let's make it easy for ourselves going forward!  Someones need to Think this through Now and make a policy that we can all live with.  I am rooting for you. Good luck!"
"2145","mGEBWWFj","I don't feel this reflects things accurately and info has been missing, that would allow people to make an informed decision.  I believe an aquatic center is needed and wanted, for all ages.  We also need to remember all the grandparents here, that need activities for the grandkids (without breaking the bank).  In addition, other things have been on people's wish list, such as a bowling alley and skating rink (tired of going out of town with kids and grandkids).  What's the priority?  No one can pay more taxes and that needs to be heard.  We are broke and the wealthy ones in the community dont seem to contribute.   I suggest much better management of funds and the lack of that is a significant reason people will say no.  That and the fact that we haven't heard where funding will come from for ongoing maintenance and upgrades, operational expenses, etc.   More taxes?"
"2146","UHDT4exw",""
"2147","jzDTAeKo","Who will manage it? $.20 per $100????  No way"
"2148","NDCYFHFd",""
"2149","K6EBUl7r","In the current political and economic environment it is irresponsible to fund a project with tax payer dollars that is not a basic and critical infrastructure project.  Furthermore, the project would primarily benefit residents of a limited geographic area while imposing the tax on everyone in the county."
"2150","j7EBbPVQ","It is so important that our community have a good pool!!! We are surrounded on three sides by water and it’s such a big boating community, it’s essential that kids here grow up learning to swim! And with such an aging demographic, we absolutely need the exercise and physical therapy that a pool can offer.  P.S. the only reason I won’t use all the kid, teen and toddler programs is because my kids are grown and flown. We used the Mountain View pool regularly when they were growing up here — they both learned to swim there and my daughter did part of her scuba certification there."
"2151","IdCYxv44","Wonderful idea."
"2152","J5f27DM8","I believe we should have a pool for our county children to be able to learn swim and to be able to participate in official swim meets and for those others who would like a place to swim or recreation or for heath. I'm not for building a complete recreational facility.   We are a small populated county with many elders here who would more than likely not use any of the extra additions.  Plus the original $37million facility is far beyond our county folks pocketbook.  We need to be realistic and scale down!"
"2153","nYCi8iw8",""
"2154","yQC4u8kB","It's essential for families to have access to a well-designed pool, swimming lessons and water sports especially during our long winters."
"2155","myCKnjqQ",""
"2156","9ZCYOZy0",""
"2157","4JkADZ7Y",""
"2158","rpC4eOBl","This area desperately needs a new pool. Thank you for your work on this. Politically it is very smart to move the location to Hadlock besides that is where it is most needed. Start small with intelligent planning to expand later. Keep it cheap so operations will be inexpensive.  Make it free to use or crazy cheap like a dime a day.   First build an outdoor un/ minimally heated pool. Make it really big with lots of space and lots of lanes. And open 24/7. If I can't find a time I can swim in a lane alone then the pool doesn’t make sense and no one will use it. And don’t forget the kids. Zero entry is awesome for babies and toddlers. Slides are fun for kids. Plus lots of 3 ish foot deep areas for playing. It should have free public showers for the truly homeless. Aka family changing rooms. Aka no more national news. Once that is up and running and everyone sees how great it is then expand into a full blown YMCA thing. Moses lake has a good example of an outdoor pool.   A sales tax is a bad way to fund it. They are regressive. Plus, The business folks will feel attacked and they will crush the effort.   Go for a Levy. Or a recreation district. Then you’ll see the true community support. I think it’s there. (Despite the rapid appearance of all those signs)."
"2159","zgB6wwV8",""
"2160","fGC4P1Lh","I hope you have a swim team for adults. I would join a swim team."
"2161","ngC41Qnl","I would be interested in fitness classes, especially for seniors, as well as other activities."
"2162","RsEBCACi","We would love to have a county based rec and aquatics center that has the ability to provide children and adult activities! Happy to pay into whatever is needed to make this happen. Could the PT golf course be another possible location that might bring more income generation from tourist use as well"
"2163","qWC4Lm6T","We really need a public pool and rec center!  Sad that in order to pass it has to be located way out in Hadlock. Better than not having one all. I hope after decades of trying to get this going, it’s might actually become a reality. There will always be a loud minority who are against anything. Don’t let them stop this again!!!!"
"2164","nICKY2YG",""
"2165","wkCKmHiC","Being highly allergic to breathing chlorine, I cannot swim in indoor pools that use it.  Shore Memorial pool in Port Angeles uses bromine and salt so I can do extended lap swims there.  Extended lap swims are the only way left to me to do aerobic exercise, and therefore having access to unchlorinated water to swim in is a top priority for quality and length of my life!      An outdoor pool is ideal for me, as then I can breathe freely while lap swimming.  Lacking that, an indoor pool sanitized with bromine and salt is the next best option.      I swim in the sound when the temperature and the weather permit, but my body needs aerobic exercise everyday, and due to arthritis of my lower body, I cannot walk long distances, or quickly.      A pool I can swim laps in is essential to me and I can no longer drive to PA 3 times a week as I used to do.      However, a pool is not essential to life, and my husband and I are limited income, low income, fixed income seniors who are trying to hold onto our home in Port Townsend where the cost of everything is rising every day.      I worked as a Registered Nurse all my adult life, caring for disadvantaged children and families, and ANY regressive tax, such as a sales tax rise in these very, very difficult (for many) economic times would be a great burden on us and many others in our position.      As you can see, I desperately need a non-chlorinated pool for maintaining my health, or an outdoor pool where I can breathe non-chlorinated air, or a pool sanitized with chemically benign materials, or a salt water pool .  Also, chlorinated water is known to be toxic for children, as people from PA know.  Teachers at the schools there came to an early PT pool meeting a couple years ago and spoke about this.  That may be why the Shore Center closed for almost a year to rebuild their water sanitation system in order to exclude the use of toxic chlorine.      Please brainstorm funding sources other than regressive sales taxes that punish the poor even more than these tight economic times are doing already.      One idea I had recently is a sliding scale property tax that could begin on properties assessed at, say, $500,000 and go up from there, exempting all those whose property is assessed at less than $500,000.  Those  owning property assessed below $500,000 would be excluded from needing to pay any tax.      For those of us in difficult financial positions, any raise in our taxes for essential items like gasoline or all the other sales tax items means we need to eliminate buying more and more of those essential things.  It is unjust, and unfair.  Especially when there is so much money in property in this county.         We hope and pray you will come up with a way to finance this wonderful pool -- without all the extras -- and NOT on the backs of the poor!   Thank you for listening."
"2166","nbCi9wez",""
"2167","HKfrUVdG",""
"2168","zYC4UXvy","I would not use a unless it is chlorine free. Chlorine makes my skin dry and itchy. I would prefer ultraviolet pool treatment. Chlorine is the one biggest factor in whether I would use the pool or not."
"2169","zXDTNWpe",""
"2170","mDCinZcI",""
"2171","5GkXPWwg","Even though we would not be using youth programs and childcare, I’m am fully in support of all youth programs. I would also like to senior aerobic programs."
"2172","FjDTgJVu","If you build it, they will come!!"
"2173","XNf2isK9",""
"2174","lTC4zC7c",""
"2175","k2C4s5jW",""
"2176","KHfhVcF5",""
"2177","ZikxRrFv",""
"2178","kBB6nZag","In our past experience in joining facilities such as this, they were so occupied by kid programs and events that facilities weren't available most of the time."
"2179","arDTLdN2",""
"2180","45C4yeHk","I have asthma and would greatly appreciate a salt water pool, either outdoors or with excellent indoor ventilation. The less chemical exposure the better!"
"2181","3AC4bMsc",""
"2182","ivCKieir",""
"2183","09CY8mQz","It would make more sense for it to be in the city limits on the property the YMCA already uses. Most pools like this are in the city limits because of the access to utilities and other amenities."
"2184","LrEBa8am","Please please please DIVING BOARD!!!! The EJ Rivals Swim Team had a dive team this season. Many young people have talent in this area! Recreational OR competitive: diving would be a very cool feature for this aquatic center!"
"2185","gAfmMiTV",""
"2186","ntB6Uyrk",""
"2187","BIC4RY0R","Please please please  Salt water  No toxic chemicals to cause cancer please  Uv light   Otherwise it's just poison soup"
"2188","w9fjhHOE","I’m very sorry that greater consideration for the Mt. View site was not given more weight. Swimming lessons for our schoolchildren has been a great value to the health and safety of our community. The location has served the community well; I felt the golf course discussion upended and eclipsed the importance of a pool and community center in the city.  That said, I would support the construction of a new pool anywhere in the county!"
"2189","hoC4mje3","I believe that siting a new aquatic and recreation facility in Port Hadlock does not serve county residents as well as it would in Port Townsend. Though a Hadlock facility would be more centrally located for county residents, the proposed site is a more difficult to access than if it were in Port Townsend.. This is because both the larger population base as well as workforce core is in Port Townsend. A much greater number of people on the road to make the trip down the highway will increase congestion and crashes, as well as deter many people, including myself and my wife who are avid swimmers, from using the facility. For those people who would walk or bicycle to the facility, they would also choose not to travel or cannot. Included in this group are children who would go to the facility on their own by bike or walk, but are unable to drive. Please reconsider this wrong headed decision that seems fair, but would be detrimental to the viability of the facility as well as fairness to the vast majority of users. Let’s be honest and admit that much of this decision was driven by a loud campaign of county residents whose motives are not in the best interest of a thriving community."
"2190","Q2CYgOFi","I wish we could build it in PT but I know it is controversial."
"2191","8cEBARPx",""
"2192","PXCYM2Re",""
"2193","YwCKf3Uw",""
"2194","uBkxW0Gd",""
"2195","H2CY2s7X","Please keep Mt View open even if you build a new facility in Port Hadlock!"
"2196","ovCKHVAX","I think this center will help build community, invest in our youth and expand the options for families in the area. I like the idea of being able to gather, exercise, see neighbors, and stay healthier."
"2197","J7C4QjdM","I personally have a pool Asana and a hot tub. I would never use the facility. Nor am I so selfish as to expect my neighbors who are often very low and limited income to pay for such a luxury. This is a poor county because Jefferson county has failed to provide work opportunities. It would be far better to crowdfund this with voluntary donations and grants. It is absolutely unreasonable to put any more financial burden on the forest members of our society for something that is an absolute luxury"
"2198","Hck9nCO5","I think the City needs to focus on using our tax dollars more wisely. Less “egg-abouts,” “art,” & salary increases - more community type things. If our dollars were used better, I’d consider paying a tax towards things that support & better our community."
"2199","v9B6J7xp",""
"2200","cJC4uLad","PLEASE!!!  DO NOT RAISE OUR TAX!!  IT'S A WONDERFUL IDEA!  I DON'T WANT IT BEING IN PORT HADLOCK ANYWHERE BUT PORT HADLOCK PLEASE"
"2201","4sCivgYD",""
"2202","M2fV8PgA","This is a terrible idea. The County cannot afford it and ongoing operating costs will add additional burdens"
"2203","SVfD9BRZ","The old pool was/is associated with the YMCA. I see no mention of the YMCA with regards to the new pool? Please explain this. Thanks"
"2204","85DTczxw","Sauna!  Sauna!  Sauna!  Like, a real one!  Saunas have tremendous health benefits!  Look it up!"
"2205","G6B6t4BD","We need a new pool, regulations size for the swim team and for meets to be here in our county. We need consistent water temps and a reliable pool.  I don’t want to mot feel the YMCA should be the managers of the facility as their pay is low and full time does NOT mean 4pm hours a week for full timers."
"2206","9lDTEMTU",""
"2207","bICK6qLV",""
"2208","iQkX3EJg",""
"2209","AYDTb7bq",""
"2210","lqB6vMqU","Families in the area NEED this type of aquatic and recreational facility to support the many community services currently lacking to support children and families in the area. PLEASE build it!"
"2211","73B69lVi","We did use the pool for swim lessons when our daughter was young, and I value a pool for teaching people to swim."
"2212","t3EBfEnv","I'm having trouble seeing the necessity in this build as the Population of Jefferson County average age is 64 how this seems like a viable option for taxpayers. I personally think a Boys and Girls Club would be a smarter investment for the Community Mark Fuller 360-316-4711"
"2213","2HC4myE0","Please just build a swimming facility. We can add the other things later, or build them in a better spot. Kids need to learn to swim and have a chance to have fun in the water. Many adults would benefit from being able to use a pool also. All that other stuff would be nice if there were lots more people paying for it, but it's just us - Jefferson County is dinky. Just build a pool or it will take forever and tax people out of their homes. Leave the other things to private businesses, not public money, please."
"2214","yVC45f5W",""
"2215","SMDTkN0M",""
"2216","d5k5rpmB","I think having Public showers and outside splash fun area for kids is it really important and would draw people in to use the whole facility like the pool or other programs/classes/café/meeting place."
"2217","uvC4CdkE","Very excited to have an aquatic center so close and our family, and many families I know will use it frequently!"
"2218","LmDTTmI8",""
"2219","kSEB9CYV",""
"2220","2LCiT84M","Why Hadlock and not PT? The majority of the money and users are in PT. Build a pool in PT, and a pool/recreation center in Port Hadlock."
"2221","pXfXjgjN","My wife was a collegiate swimmer. She would be there multiple days a week swimming laps if it was located in Port Hadlock. Our 3 kids, all 5 and under, already love the water, but rarely get to swim. We go to Mystery Bay almost weekly through the summer, but the rest of the year, swimming is a rarity. Our family would be heavy users of a local pool. We were excited to get the new HJ Carroll playground, which we frequent multiple times a week and are excited with the prospect of having a community aquatic center close by. Having these kinds of facilities easily accessible for so many young families to enjoy, really gets me excited about the future of Chimacum and Port Hadlock."
"2222","bTC4cDbD","I have been appalled at the behavior of the homo and trans phobic bigots pretending at fiscal conservatism to advance their bigotry and oppression. We need a new pool. In fact, we need perhaps three or four pools, one each in Chimacum, Port Townsend, Quilcene and west county. Yes to first world infrastructure and taxes to support it. No to the loud howl of prejudice!"
"2223","ASEBKhO7",""
"2224","hjCYMhIU","Great idea!!  We run out of ideas for things to do with the grandkids when they visit and I would love to swim regularly for exercise, way easier on old bones!!!"
"2225","9vCKOTaZ","I don't think the city of Port Townsend should have to pay for something that the county wants.  If they can afford to put green astro turf on crossways then that money could be put towards the pool. Even though I live out in the county I would rather have something for seniors like myself to do. There's nothing out here at all and Port Townsend is starting to grow and we need to have something out here in Hadlock why should everybody be forced to go into port townsend? And maybe if you took away some of the money that the mayor gets since the mirror is getting paid that of the governor maybe that would help get you the pool that you desire.       Also there aren't enough programs for seniors and I'm not going to go to a pool where there's a bunch of kids playing and screaming and yelling I want to have quiet time if I go to a public pool and also I would like to have some senior time I don't feel like I should just have to go at 6:00 in the morning because that's the only time that they have it I don't think that's right. and you say you want to have these other classes I would be open to that but they're expensive and I'm not going to pay high money just to go there three times a month for $200. I would love to do Zumba and pilates and yoga but they're expensive.  So if the county wants to have a pool out in the county for Hadlock quilt scene Brennan then have it out in the county and with the new pool well I'm sure there's some money there just to keep it up to date. A public pool should be accessible to everyone not just a few but, you want people to pay taxes for it and they're not going to so that means they want to raise the house taxes well right now I am a senior living in a rented house and that could lose me my housing because the owners won't pay that they will sell the house so that's a big problem."
"2226","BiCYkE85","If possible, please make it a 50-meter pool! Not only would it be the only one around, it could hold higher level swim meets and bring in people from all over the PNW. Local businesses and hotels would benefit too."
"2227","XCkINNdB","I think it is important to plan programs with a vision of usage by groups of all ages and demographics and to think expansively about providing amenities that will bring people to the facility.  Don’t skimp!  I know money is hard to come by, but get some grants and make this place a shining jewel here in Jefferson County!"
"2228","2ZfKkG7T","Many people have sensitivities to chlorine and the levels in the air at the Port Townsend pool are prohibitive to many people who would like to use the space. The Port Angeles pool is “saltwater” and works well- virtually no fumes, high ceiling and good ventilation. Please seriously consider modeling after the PA pool and use their decontamination system."
"2229","LfftjNJu","have pool access in Port Ludlow so not interested in funding another pool"
"2230","S5DTHvJP","I would love to take my granddaughter, now 5, to the pool on early release Wednesdays - possibly for swimming lessons."
"2231","ETCixbQ2",""
"2232","PoB6KSmV","the price tag is outrageous. Either rehab the YMCA pool, at a fraction of the cost, or work out arrangements with the Port Ludlow South Bay Community Association or the Ludlow Maintenance Commission, the Beach Club to use their facilities."
"2233","giDTF6Lz",""
"2234","2IC4OhIY","Focus on swimming and programming for youth and don’t try to be something for everyone."
"2235","C6CKEFrH","No. My daughters pool is older that the PT pool and has been maintained. I fail to understand why the existing pool cannot be refurbished. Jefferson County does not need an Olympic quality swimming pool."
"2236","ZSCKmwuu",""
"2237","Z5kVI3ve","Pickleball would be awesome!  I don't believe there are any pickleball courts in Hadlock currently.  - icing on the cake for me!  Do not like MV Pool - and parents bring other gender kids into the open showers.  I do support this initiative!"
"2238","7mC4JCOJ",""
"2239","bzCiqUTF","Need an updated gym.  Like a planet fitness"
"2240","KdCilYhV",""
"2241","tPC4PYQT",""
"2242","MeCYpMHh",""
"2243","PTEBGohd",""
"2244","DvC43auW",""
"2245","MaC4YPlM",""
"2246","RiCir7Xz","Unnecessary. Waste of tax payer money compared to essential needs. See the statistics on the money drain pools due to heating costs. Let YMCA take care of swim needs. They have a business model. Counties shouldn’t try to get into this industry as they should take care of more pressing issues"
"2247","epB6dyp7",""
"2248","6OB6KkhM",""
"2249","koC4pEGA",""
"2250","g6B6zrlh",""
"2251","JQEBURHF",""
"2252","rJkZsq0Q","A new aquatic and recreation facility would be most welcome to enhance the community and to provide myriad benefits to our citizens. Thank you."
"2253","0rC4sjP8","As a Port Ludlow resident of 20 years, I have access to two pools at the Beach Club, which I never use and have to pay for in dues assessments. That is why I will not support tax increase.An additional pool is certainly not needed for many of us Port Ludlow residents, North and South."
"2254","j5B6CmFr","Would like to have a pool with less chlorine in it. It would be nice to have an alternative cleaning agent other than chlorine- so that your eyes and skin won’t burn and itch."
"2255","byCY3rA8",""
"2256","fkC4N6fD","Too much money for too little use by a minimal  % of residents; yet, we would all be taxed.    NOT A SUPPORTER !"
"2257","Eckt2mBg",""
"2258","77C4soVB","It’s a poor use of funding which only benefits a small group people and not the whole county."
"2259","RZC4jrfm","No new taxes.!!!!!  I would urge you to cut your budget and use those funds to retrofit the older pool.   Taxes always continue to rise no matter what.!!  NO NEW TAXES!"
"2260","FtCiJofy","It’s a poor use of funding which only benefits a small group of people and not the whole county"
"2261","X7CKvo7a",""
"2262","19B6WNNU","Let PT rebuild their own pool with their own finances. The county does not need a new tax and a new pool"
"2263","mZkMRi83",""
"2264","d1fDOuNm","Pool in hadlock does not provide opportunities on the west side of the county!"
"2265","o8CKGCEv","I vote in King County, but would probably use such a facility erratically.  However, I think it is extremely important to have such a facility available"
"2266","u0kqJRIf",""
"2267","RHfsUvn2","With so many needs in our county, such as the health and welfare of our residents,   Affordable care for the elderly, infrastructure issues, etc. I look at the aquatic center as a luxury facility that the well  to do have the time and the money to not only use but to support. In  these times of our uncertain economy, many folks do not need more  taxation."
