Response.ID,Comments
CQB6RJDm,I fully support the building of an aquatic and recreation facility in EJC. I would use it as often as possible for water aerobics and stretching classes for my advanced age of 77. And the youth NEED to learn to swim in this community surrounded by water! And for healthy recreation. We need this facility for all age groups.
mQCYRahK,"I would strongly advise that you consult with other communities that have pools/aquatic complexes. I know that Sequim had a lot of hard lessons to learn. I think they started offering memberships that you could renew at the same rate that you started the membership. They did not increase the amount paid for family with each passing year, so the early birds were able to cruise by, then the facility became financially unstable. I think the important thing is the swimming pool. Other activities may be encouraged to occur in other venues, like the Chimacum School complex. Be sure there's enough parking, too. My husband used to be a long distance swimmer but due to shoulder issues has had to stop. I also think it's very important to children that they learn how to swim at an early age. Thank you for allowing us to have input, Jack and Johanna"
KZfcS8uR,"I'm sorry to see it leave Port Townsend where, I think, the largest population of users live."
VPf2tDvj,you and i know the county and city will over spend any limits and it will be in the RED always.
yNCYHZ8f,curious how long the tax would be in place. is it permanent? or time-limited
E1feaTz1,Even though we do not have any little ones in our family at this time - I would have used it when my kids were small and think it is important for young families.  I would reluctantly  support the increased sales tax but Port Townsend’s sales tax is already 9.4% so that would make our sales tax extremely high.   Thank you for your efforts.
OeEBhLet,"I think a public acquatic/rec ctr is a high value for any community that can sustain it, thinking of others, esp my family who are not part of my household. But...I might stop swimming laps if it's not in PT. Just fact."
gDCKgQ3j,"Really hope to see this happen!  As a family with young children, having a modern pool would absolutely be a huge benefit for us in the community.  It makes sense to have somewhere quality where local children can learn to swim given our area’s orientation to the water, boating, etc. Safety and local culture call for a place for children to learn to to navigate the water."
jLDTI2la,Fix the old pool and bring it up to usefulness standards. Don’t build a new one.
kcfYzqrx,Yes!! I answered that I would not use youth after school care or kids programs because I don’t have young kids but I think they are very much needed and would support financially anyway I can.
AFC4Mvfe,Update the current facility in port townsend   This would be more cost effective   A Hadlock location would even further isolate Forks residents from using the pool while expecting them to pay for it
EHEB876k,Very supportive of this endeavor.  Thanks very much.
OwB6SrCN,it’s absurd that there is NOTHING of quality in terms of an “aquatic center” to aid in resident preparedness in water sports and wellness of ALL citizens. People need to make a decision and integrate taxes to make it happen!!! Wayyyy overdue!
BBCK17PZ,This facility is so needed for our community. It has been frustrating that my child has had such limited opportunities to learn and practice water safety and confident swimming. We have almost completely switched to having to rely on out of county pools (40 minutes to an hour away) to swim which has hindered our ability to swim as regularly as she needs.
ViCY4sPb,I swam laps several times a week when I lived in Seattle. Unfortunately the current pool is not inviting. I would definitely support and attend a new facility.
JCkfXidW,Do not spend taxpayer dollars to do this. Property taxpayers are already taxed to the hilt. If people want an aquatic center they should join a private one.
m1DT2KMB,"I would only be able to use the facility were it salt water/UV, etc., sanitized. Breathing and bathing in chlorine is injurious to my health.  May very well be injurious to everyone, even if tolerated."
1VCKmkq4,We need to put all the money into an aqua  center nothing eles as water benefits totally the entire population more than one pool warm water for old and young cool for lap swimming this is a birth to death and all disabilities EVERYONE  no matter who we can talk 360 301 3655
jLC4tUbs,I feel that those households whom would use such facilities should bear the tax burden. Those of us whom would never use a new aquatic and recreation facility should not have to pay.
0DC41rFC,Hopefully you’re not using public funds for the survey… We do not need another pool at the expense of the taxpayers in Port Townsend
BaB6FoJr,"It seems to me that this will happen no matter how many people are against it. And we probably do need an upgrade, though I’m very sorry the old pool cannot be rehabilitated. .2% is not a “small” tax. The sales tax in PT and Jefferson Co. Is already a lot.  I have always voted to fund community efforts like this, but so much debt and too many eyes bigger than stomachs around here these days. And paying for growth that I do not want to encourage.  Sorry to be such a downer, but the growth in this area and the way it’s happening, disturbs me."
4ZCihdub,Basic items like roads and water transmission aren't covered so why go off on this luxury?
mHB6JLLV,"I like the location plan. In my mind it should be a large enough pool area to hold competitions, thereby encouraging multi-county sports and additional revenue. Locker facilities should allow monthly rentals for regular users."
QUC4phs3,excited about planned location.
YDCKL6Le,Likely. Big user.
0WfuZElb,I strongly feel like the pool should be located in Port Townsend city limits. I think pools are so important for the community and that it will get the most use in town where it will be more accessible to a higher density population. Either way I support the pool. I do NOT think it should be in hadlock. I would support a pool there as well but think it is ill advised to have our county’s only pool in a rural area.
5GEB0SGn,"I would use a pool for water aerobics several times per week in a new facility. The PT pool is too small, too crowded and generally rather stinky so I never use it."
5bCYjLb5,On fixed income and don’t want or need anymore taxes or fees
GzEBxfvn,"Yes. I know it is old fashioned but I think and feel that it is VERY IMPORTANT to have a CLEAR policy regarding who uses which dressing room before the building is built.   As a woman I vote for dressing rooms for women and girls to be for human eings who were born with the traditional female physical characteristics that we associate with females. And vice versa for the dressing rooms for those with the male physical characterisitcs.  It is unfair especially to women to have to deal with humans who were not female at birth in a dressing room where we - especially the young -are vulnerable.  Let's return to the easier days when female dressing rooms were for those who were born with female genitalia and male dressing rooms were for those born with male genitalia.  I know that people have had surgeries to change their bodies. Maybe there has to be a policy for those people.  Perhaps the pool needs THREE dressing rooms.  I feel that a clear policy needs to be written and BEFORE the pool is built and opens.  I, for one, do not want to read about another kafuffel in the newspaper for months on end.  Let's make it easy for ourselves going forward!  Someones need to Think this through Now and make a policy that we can all live with.  I am rooting for you. Good luck!"
mGEBWWFj,"I don't feel this reflects things accurately and info has been missing, that would allow people to make an informed decision.  I believe an aquatic center is needed and wanted, for all ages.  We also need to remember all the grandparents here, that need activities for the grandkids (without breaking the bank).  In addition, other things have been on people's wish list, such as a bowling alley and skating rink (tired of going out of town with kids and grandkids).  What's the priority?  No one can pay more taxes and that needs to be heard.  We are broke and the wealthy ones in the community dont seem to contribute.   I suggest much better management of funds and the lack of that is a significant reason people will say no.  That and the fact that we haven't heard where funding will come from for ongoing maintenance and upgrades, operational expenses, etc.   More taxes?"
jzDTAeKo,Who will manage it? $.20 per $100????  No way
K6EBUl7r,"In the current political and economic environment it is irresponsible to fund a project with tax payer dollars that is not a basic and critical infrastructure project.  Furthermore, the project would primarily benefit residents of a limited geographic area while imposing the tax on everyone in the county."
j7EBbPVQ,"It is so important that our community have a good pool!!! We are surrounded on three sides by water and it’s such a big boating community, it’s essential that kids here grow up learning to swim! And with such an aging demographic, we absolutely need the exercise and physical therapy that a pool can offer.  P.S. the only reason I won’t use all the kid, teen and toddler programs is because my kids are grown and flown. We used the Mountain View pool regularly when they were growing up here — they both learned to swim there and my daughter did part of her scuba certification there."
IdCYxv44,Wonderful idea.
J5f27DM8,I believe we should have a pool for our county children to be able to learn swim and to be able to participate in official swim meets and for those others who would like a place to swim or recreation or for heath. I'm not for building a complete recreational facility.   We are a small populated county with many elders here who would more than likely not use any of the extra additions.  Plus the original $37million facility is far beyond our county folks pocketbook.  We need to be realistic and scale down!
yQC4u8kB,"It's essential for families to have access to a well-designed pool, swimming lessons and water sports especially during our long winters."
rpC4eOBl,"This area desperately needs a new pool. Thank you for your work on this. Politically it is very smart to move the location to Hadlock besides that is where it is most needed. Start small with intelligent planning to expand later. Keep it cheap so operations will be inexpensive.  Make it free to use or crazy cheap like a dime a day.   First build an outdoor un/ minimally heated pool. Make it really big with lots of space and lots of lanes. And open 24/7. If I can't find a time I can swim in a lane alone then the pool doesn’t make sense and no one will use it. And don’t forget the kids. Zero entry is awesome for babies and toddlers. Slides are fun for kids. Plus lots of 3 ish foot deep areas for playing. It should have free public showers for the truly homeless. Aka family changing rooms. Aka no more national news. Once that is up and running and everyone sees how great it is then expand into a full blown YMCA thing. Moses lake has a good example of an outdoor pool.   A sales tax is a bad way to fund it. They are regressive. Plus, The business folks will feel attacked and they will crush the effort.   Go for a Levy. Or a recreation district. Then you’ll see the true community support. I think it’s there. (Despite the rapid appearance of all those signs)."
fGC4P1Lh,I hope you have a swim team for adults. I would join a swim team.
ngC41Qnl,"I would be interested in fitness classes, especially for seniors, as well as other activities."
RsEBCACi,We would love to have a county based rec and aquatics center that has the ability to provide children and adult activities! Happy to pay into whatever is needed to make this happen. Could the PT golf course be another possible location that might bring more income generation from tourist use as well
qWC4Lm6T,"We really need a public pool and rec center!  Sad that in order to pass it has to be located way out in Hadlock. Better than not having one all. I hope after decades of trying to get this going, it’s might actually become a reality. There will always be a loud minority who are against anything. Don’t let them stop this again!!!!"
wkCKmHiC,"Being highly allergic to breathing chlorine, I cannot swim in indoor pools that use it.  Shore Memorial pool in Port Angeles uses bromine and salt so I can do extended lap swims there.  Extended lap swims are the only way left to me to do aerobic exercise, and therefore having access to unchlorinated water to swim in is a top priority for quality and length of my life!      An outdoor pool is ideal for me, as then I can breathe freely while lap swimming.  Lacking that, an indoor pool sanitized with bromine and salt is the next best option.      I swim in the sound when the temperature and the weather permit, but my body needs aerobic exercise everyday, and due to arthritis of my lower body, I cannot walk long distances, or quickly.      A pool I can swim laps in is essential to me and I can no longer drive to PA 3 times a week as I used to do.      However, a pool is not essential to life, and my husband and I are limited income, low income, fixed income seniors who are trying to hold onto our home in Port Townsend where the cost of everything is rising every day.      I worked as a Registered Nurse all my adult life, caring for disadvantaged children and families, and ANY regressive tax, such as a sales tax rise in these very, very difficult (for many) economic times would be a great burden on us and many others in our position.      As you can see, I desperately need a non-chlorinated pool for maintaining my health, or an outdoor pool where I can breathe non-chlorinated air, or a pool sanitized with chemically benign materials, or a salt water pool .  Also, chlorinated water is known to be toxic for children, as people from PA know.  Teachers at the schools there came to an early PT pool meeting a couple years ago and spoke about this.  That may be why the Shore Center closed for almost a year to rebuild their water sanitation system in order to exclude the use of toxic chlorine.      Please brainstorm funding sources other than regressive sales taxes that punish the poor even more than these tight economic times are doing already.      One idea I had recently is a sliding scale property tax that could begin on properties assessed at, say, $500,000 and go up from there, exempting all those whose property is assessed at less than $500,000.  Those  owning property assessed below $500,000 would be excluded from needing to pay any tax.      For those of us in difficult financial positions, any raise in our taxes for essential items like gasoline or all the other sales tax items means we need to eliminate buying more and more of those essential things.  It is unjust, and unfair.  Especially when there is so much money in property in this county.         We hope and pray you will come up with a way to finance this wonderful pool -- without all the extras -- and NOT on the backs of the poor!   Thank you for listening."
zYC4UXvy,I would not use a unless it is chlorine free. Chlorine makes my skin dry and itchy. I would prefer ultraviolet pool treatment. Chlorine is the one biggest factor in whether I would use the pool or not.
5GkXPWwg,"Even though we would not be using youth programs and childcare, I’m am fully in support of all youth programs. I would also like to senior aerobic programs."
FjDTgJVu,"If you build it, they will come!!"
kBB6nZag,"In our past experience in joining facilities such as this, they were so occupied by kid programs and events that facilities weren't available most of the time."
45C4yeHk,"I have asthma and would greatly appreciate a salt water pool, either outdoors or with excellent indoor ventilation. The less chemical exposure the better!"
09CY8mQz,It would make more sense for it to be in the city limits on the property the YMCA already uses. Most pools like this are in the city limits because of the access to utilities and other amenities.
LrEBa8am,Please please please DIVING BOARD!!!! The EJ Rivals Swim Team had a dive team this season. Many young people have talent in this area! Recreational OR competitive: diving would be a very cool feature for this aquatic center!
BIC4RY0R,Please please please  Salt water  No toxic chemicals to cause cancer please  Uv light   Otherwise it's just poison soup
w9fjhHOE,"I’m very sorry that greater consideration for the Mt. View site was not given more weight. Swimming lessons for our schoolchildren has been a great value to the health and safety of our community. The location has served the community well; I felt the golf course discussion upended and eclipsed the importance of a pool and community center in the city.  That said, I would support the construction of a new pool anywhere in the county!"
hoC4mje3,"I believe that siting a new aquatic and recreation facility in Port Hadlock does not serve county residents as well as it would in Port Townsend. Though a Hadlock facility would be more centrally located for county residents, the proposed site is a more difficult to access than if it were in Port Townsend.. This is because both the larger population base as well as workforce core is in Port Townsend. A much greater number of people on the road to make the trip down the highway will increase congestion and crashes, as well as deter many people, including myself and my wife who are avid swimmers, from using the facility. For those people who would walk or bicycle to the facility, they would also choose not to travel or cannot. Included in this group are children who would go to the facility on their own by bike or walk, but are unable to drive. Please reconsider this wrong headed decision that seems fair, but would be detrimental to the viability of the facility as well as fairness to the vast majority of users. Let’s be honest and admit that much of this decision was driven by a loud campaign of county residents whose motives are not in the best interest of a thriving community."
Q2CYgOFi,I wish we could build it in PT but I know it is controversial.
H2CY2s7X,Please keep Mt View open even if you build a new facility in Port Hadlock!
ovCKHVAX,"I think this center will help build community, invest in our youth and expand the options for families in the area. I like the idea of being able to gather, exercise, see neighbors, and stay healthier."
J7C4QjdM,I personally have a pool Asana and a hot tub. I would never use the facility. Nor am I so selfish as to expect my neighbors who are often very low and limited income to pay for such a luxury. This is a poor county because Jefferson county has failed to provide work opportunities. It would be far better to crowdfund this with voluntary donations and grants. It is absolutely unreasonable to put any more financial burden on the forest members of our society for something that is an absolute luxury
Hck9nCO5,"I think the City needs to focus on using our tax dollars more wisely. Less “egg-abouts,” “art,” & salary increases - more community type things. If our dollars were used better, I’d consider paying a tax towards things that support & better our community."
cJC4uLad,PLEASE!!!  DO NOT RAISE OUR TAX!!  IT'S A WONDERFUL IDEA!  I DON'T WANT IT BEING IN PORT HADLOCK ANYWHERE BUT PORT HADLOCK PLEASE
M2fV8PgA,This is a terrible idea. The County cannot afford it and ongoing operating costs will add additional burdens
SVfD9BRZ,The old pool was/is associated with the YMCA. I see no mention of the YMCA with regards to the new pool? Please explain this. Thanks
85DTczxw,"Sauna!  Sauna!  Sauna!  Like, a real one!  Saunas have tremendous health benefits!  Look it up!"
G6B6t4BD,"We need a new pool, regulations size for the swim team and for meets to be here in our county. We need consistent water temps and a reliable pool.  I don’t want to mot feel the YMCA should be the managers of the facility as their pay is low and full time does NOT mean 4pm hours a week for full timers."
lqB6vMqU,Families in the area NEED this type of aquatic and recreational facility to support the many community services currently lacking to support children and families in the area. PLEASE build it!
73B69lVi,"We did use the pool for swim lessons when our daughter was young, and I value a pool for teaching people to swim."
t3EBfEnv,I'm having trouble seeing the necessity in this build as the Population of Jefferson County average age is 64 how this seems like a viable option for taxpayers. I personally think a Boys and Girls Club would be a smarter investment for the Community Mark Fuller 360-316-4711
2HC4myE0,"Please just build a swimming facility. We can add the other things later, or build them in a better spot. Kids need to learn to swim and have a chance to have fun in the water. Many adults would benefit from being able to use a pool also. All that other stuff would be nice if there were lots more people paying for it, but it's just us - Jefferson County is dinky. Just build a pool or it will take forever and tax people out of their homes. Leave the other things to private businesses, not public money, please."
d5k5rpmB,I think having Public showers and outside splash fun area for kids is it really important and would draw people in to use the whole facility like the pool or other programs/classes/café/meeting place.
uvC4CdkE,"Very excited to have an aquatic center so close and our family, and many families I know will use it frequently!"
2LCiT84M,"Why Hadlock and not PT? The majority of the money and users are in PT. Build a pool in PT, and a pool/recreation center in Port Hadlock."
pXfXjgjN,"My wife was a collegiate swimmer. She would be there multiple days a week swimming laps if it was located in Port Hadlock. Our 3 kids, all 5 and under, already love the water, but rarely get to swim. We go to Mystery Bay almost weekly through the summer, but the rest of the year, swimming is a rarity. Our family would be heavy users of a local pool. We were excited to get the new HJ Carroll playground, which we frequent multiple times a week and are excited with the prospect of having a community aquatic center close by. Having these kinds of facilities easily accessible for so many young families to enjoy, really gets me excited about the future of Chimacum and Port Hadlock."
bTC4cDbD,"I have been appalled at the behavior of the homo and trans phobic bigots pretending at fiscal conservatism to advance their bigotry and oppression. We need a new pool. In fact, we need perhaps three or four pools, one each in Chimacum, Port Townsend, Quilcene and west county. Yes to first world infrastructure and taxes to support it. No to the loud howl of prejudice!"
hjCYMhIU,"Great idea!!  We run out of ideas for things to do with the grandkids when they visit and I would love to swim regularly for exercise, way easier on old bones!!!"
9vCKOTaZ,"I don't think the city of Port Townsend should have to pay for something that the county wants.  If they can afford to put green astro turf on crossways then that money could be put towards the pool. Even though I live out in the county I would rather have something for seniors like myself to do. There's nothing out here at all and Port Townsend is starting to grow and we need to have something out here in Hadlock why should everybody be forced to go into port townsend? And maybe if you took away some of the money that the mayor gets since the mirror is getting paid that of the governor maybe that would help get you the pool that you desire.       Also there aren't enough programs for seniors and I'm not going to go to a pool where there's a bunch of kids playing and screaming and yelling I want to have quiet time if I go to a public pool and also I would like to have some senior time I don't feel like I should just have to go at 6:00 in the morning because that's the only time that they have it I don't think that's right. and you say you want to have these other classes I would be open to that but they're expensive and I'm not going to pay high money just to go there three times a month for $200. I would love to do Zumba and pilates and yoga but they're expensive.  So if the county wants to have a pool out in the county for Hadlock quilt scene Brennan then have it out in the county and with the new pool well I'm sure there's some money there just to keep it up to date. A public pool should be accessible to everyone not just a few but, you want people to pay taxes for it and they're not going to so that means they want to raise the house taxes well right now I am a senior living in a rented house and that could lose me my housing because the owners won't pay that they will sell the house so that's a big problem."
BiCYkE85,"If possible, please make it a 50-meter pool! Not only would it be the only one around, it could hold higher level swim meets and bring in people from all over the PNW. Local businesses and hotels would benefit too."
XCkINNdB,"I think it is important to plan programs with a vision of usage by groups of all ages and demographics and to think expansively about providing amenities that will bring people to the facility.  Don’t skimp!  I know money is hard to come by, but get some grants and make this place a shining jewel here in Jefferson County!"
2ZfKkG7T,"Many people have sensitivities to chlorine and the levels in the air at the Port Townsend pool are prohibitive to many people who would like to use the space. The Port Angeles pool is “saltwater” and works well- virtually no fumes, high ceiling and good ventilation. Please seriously consider modeling after the PA pool and use their decontamination system."
LfftjNJu,have pool access in Port Ludlow so not interested in funding another pool
S5DTHvJP,"I would love to take my granddaughter, now 5, to the pool on early release Wednesdays - possibly for swimming lessons."
PoB6KSmV,"the price tag is outrageous. Either rehab the YMCA pool, at a fraction of the cost, or work out arrangements with the Port Ludlow South Bay Community Association or the Ludlow Maintenance Commission, the Beach Club to use their facilities."
2IC4OhIY,Focus on swimming and programming for youth and don’t try to be something for everyone.
C6CKEFrH,No. My daughters pool is older that the PT pool and has been maintained. I fail to understand why the existing pool cannot be refurbished. Jefferson County does not need an Olympic quality swimming pool.
Z5kVI3ve,Pickleball would be awesome!  I don't believe there are any pickleball courts in Hadlock currently.  - icing on the cake for me!  Do not like MV Pool - and parents bring other gender kids into the open showers.  I do support this initiative!
bzCiqUTF,Need an updated gym.  Like a planet fitness
RiCir7Xz,Unnecessary. Waste of tax payer money compared to essential needs. See the statistics on the money drain pools due to heating costs. Let YMCA take care of swim needs. They have a business model. Counties shouldn’t try to get into this industry as they should take care of more pressing issues
rJkZsq0Q,A new aquatic and recreation facility would be most welcome to enhance the community and to provide myriad benefits to our citizens. Thank you.
0rC4sjP8,"As a Port Ludlow resident of 20 years, I have access to two pools at the Beach Club, which I never use and have to pay for in dues assessments. That is why I will not support tax increase.An additional pool is certainly not needed for many of us Port Ludlow residents, North and South."
j5B6CmFr,Would like to have a pool with less chlorine in it. It would be nice to have an alternative cleaning agent other than chlorine- so that your eyes and skin won’t burn and itch.
fkC4N6fD,"Too much money for too little use by a minimal  % of residents; yet, we would all be taxed.    NOT A SUPPORTER !"
77C4soVB,It’s a poor use of funding which only benefits a small group people and not the whole county.
RZC4jrfm,No new taxes.!!!!!  I would urge you to cut your budget and use those funds to retrofit the older pool.   Taxes always continue to rise no matter what.!!  NO NEW TAXES!
FtCiJofy,It’s a poor use of funding which only benefits a small group of people and not the whole county
19B6WNNU,Let PT rebuild their own pool with their own finances. The county does not need a new tax and a new pool
d1fDOuNm,Pool in hadlock does not provide opportunities on the west side of the county!
o8CKGCEv,"I vote in King County, but would probably use such a facility erratically.  However, I think it is extremely important to have such a facility available"
RHfsUvn2,"With so many needs in our county, such as the health and welfare of our residents,   Affordable care for the elderly, infrastructure issues, etc. I look at the aquatic center as a luxury facility that the well  to do have the time and the money to not only use but to support. In  these times of our uncertain economy, many folks do not need more  taxation."
9qCik6MS,"I support all of this and more only if paid through a progressive tax model.  If low income south county residents have to pay  more with the current state of the meager rapidly disintegrating social infrastructure, I say no.   I think of those who own second and third houses and Airbnbs. They don’t live full time or spend much money here while contributing to a housing crisis.  There should be a cost to this harm being done to the fabric of our communities.  With a sales tax increase, these well-to-do non-residents are not going to be contributing much of anything.  And what about the private entities like Rayonier who have been exploiting these lands and poisoning our communities for decades.  The wealth built and held in real estate here is vast.  Rayonier and Crown paper should be footing the bill for this kind of project but they aren’t going to be contributing at all with this tax.    A solution would be a progressive tax on people who own property that is valued above a million dollars. They are much less likely to be impacted by hundreds of extra dollars annually.  Whereas a family whose income is $40,000 and pays half of that for rent does not have a couple hundred dollars to spare. It is just directly adding to their poverty and debt.   Poor people are always the easiest to pull from as they have the least voice. Poor people are not the ones pushing for this pool, though many of us could use the services it would provide.   I think low income South County residents could come up with a long list of things they feel their taxation should afford their towns.  It would likely prioritize creating conditions that lead to safe and functional communities like sidewalks, crosswalks, a pharmacy, basic waste water infrastructure, affordable gas and groceries.    We want assurances that our towns and much loved places will be protected from the profiteers building luxury get aways while displacing us and our neighbors who have lived here for generations.  We don’t have that in Quilcene and Brinnon but we are paying the county more and more.   Personally I want to see this pool for my child but our family currently has very little free time and money for extra trips north to pay for enriching stuff.  And it won’t be much use for us in a future where we get priced out and have nowhere to live.  It is important to understand that at the moment the workers in the stores and laborers in the factories and trades are often working full time (or more) and many are not able to meet their basic needs for shelter, food, water, waste management and electricity.  As it stands the pool will be funded by regressive tax and then it will still cost money to use the facilities.  Wouldn’t it make sense to provide free access to low income folks?  These sorts of projects could be a great opportunity to try some new approaches to counteract the regressive WA tax structure that has contributed to the depressing state of our towns.    There are a lot of examples to pull from of projects like this that serve the entire community without further taxing the poor.    Do we have the will to push for the harder thing because it is right or will we stick to the status quo?"
dgC4gBSU,I don't think it is needed.... dollars should be spent on something for more people to use. Improve park areas and indoor event areas
nACKmHK6,Don't increase sales tax! We will take our business out of the county!
45fpQ8sW,"If the pleasant harbor resort gets built, there will be a pool available and I won’t be taxed to have it built."
EfCYet1U,I’d love to see a hot tub and pools for younger children please! Even better would be a workout gym with classes and childcare!
fLEBwKpJ,Fix your roads first
WdB6nrQj,You had better find another way of funding this project other than taxes
j6EB2uDF,If fancy expensive facility gets built then even more residents will be priced out of Jefferson County.
R9C4V4v7,I live in an HOA community with 2 pools.  Why would I want to fund a public pool? Those living in an HOA community with a pool should not have to fund this. The folks that want a community pool should pay for it.
UXB6F8W4,There is no aspect of this proposal I can support. We do not use or need any of these features.
kzC4ElcX,WE JUST WANT TO GO SWIMMING!!
xtk9Wlnv,Our community needs a modern facility!
yYEBHggA,"It would be wonderful to have straightforward, no nonsense functional and clean facility that would provide open swims and activities people of all ages."
1xkWYZkZ,"Please consider a therapy pool for children and persons with disabilities like the Bellevue Aquatic Center in Bellevue, Washington."
TRC47n7o,I think the money could be better spent somewhere else. Make do with what you have or have nothing at all
0VkmNUhe,No new taxes please.
33frA15l,No new taxes please.
CBEBd4Bh,Hope this happens!
JWfMAsYT,With today's economy I think this is a low priority for Jefferson County.  Maintaining what is already available is hard enough as it is.  Unless this is a competitive program used by schools the usage by the public would be small.
SFCYrESK,We would like to know what other funding mechanisms there are. It’s a great idea to locate it in Port Hadlock.
X7C4VKkY,This would be a wonderful addition to a growing community that wants more to do in the winter months. It also brings people together from all over the Jefferson County to build a stronger community with wellness in mind. Thank you!
jcB6ViSE,Salt water Not chemical water
0hfYFIX1,"One of the main reasons so many families go to Shore in PA  because of the minimal chlorination. Many are allergic to chlorine in the air and water in high concentration. For our family to use the aquatic center we’d need it to be salt vs heavy chlorine. It is so therapeutic and there is no reason we should be soaking in more toxic chemicals than we already are. Let’s make it clean AND therapeutic. The Mountain View pool made me sick and gave me a full body rash every time! So I had to send my kids to swim lessons in Bainbridge island and shore so that they could learn to swim. Meanwhile paying taxes on maintaining our current pool that was not suitable for us.   I also think community center in connection with the pool and shower facilities is key for our local homeless families or families with difficult living conditions. So many families made trips to PA to shower and bath their kids and to simply warm up in the cold winter months. Sauna, hot tub, showers are all essential in this bone chilling climate for families that are living in busses etc."
uKB67LoD,Thank you for offering the survey. I really hope we can generate support for this new facility.
LFCivGhX,The new Black Point pools coming to Brinnon radically alter the situation. Moving too quickly for a mid-county pool could result in both ventures failing. It would be wise to pause this planning to first see what the Brinnon pools actually provide and how they are utilized.
H6C4J87l,"It is very, very important to have a new pool and YMCA type facility for Jefferson County. I think that a weightlifting/cardio facility will be bad for other gym businesses, but everything else that our youth could use, at a reasonable cost, might get their faces out of their phones & keep busy!!"
hhfrvjQV,Not sure it is fair to tax all residents for this facility
PrDTFBhs,"I think sales tax funding discriminates against the less affluent in our community.  Those people struggle to afford food and housing and are typically working multiple jobs and long hours to make ends meet. Why should they pay a much higher percentage of their income for a pool they likely won’t be able to enjoy?  Why should they and others who live much too far away to enjoy the pool subsidize a facility for rich Port Townsend area retirees like ourselves?  I think sales tax funding flies in the face of the community good you propose to be doing.  Private funding, RE taxes, wealth tax, etc are all less regressive.  I will advocate against this project if county wide sales tax is the funding mechanism."
rvC40Soh,"Port Angeles and Bainbridge have incredible facilities. We go there. I our cherish our senior population in this town but what I don’t get is how there are very wealthy seniors moving to the area away from where they raised their kids and are a large part of our population in this county. It doesn’t make sense that they have the money to do this , but the relative minority - kids and young families , are out voted by them. Because kids annd young families anre struggling to afford properties here.  Our kids need facilities and ways to experience recreation and exercise in a safe environment.  Arguably this pool would add significant community property value to the Port Hadlock area.   If you build it we will all come.  I personally know of very wealthy people in this community who are adamant against this pool . Do they not like young families , or are they just obstructed by greed? Clearly many seniors would benefit from this as well ."
M4CKDHIe,"If you want this thing so badly, finance, build and keep it running with private money.  Black Point intends to build not one but two pools with private money.  Don't ask the public to subsidize you."
XyEB3JWz,Thanks for the efforts of the Aquatic Coalition's efforts to get a new facility in this area.  Keeping fingers crossed the old pool will last until something new will be available.  We need a pool!!!
RBC4O274,"Don't try to stick residents with this financial black hole. It didn't work in Sequim, it won't work here. Let the private sector build it and sell memberships. I bet if people had to pay the full price for what there trying to get their neigbors to subsidize, they'd have zero interest in an Aquatic Center."
nwCiDLMp,Do your job. Fix the roads. Stop spending money on your dreams we cannot afford!
7EC4Eb6q,"We have supported the idea of a public aquatic center since the beginning. We think that it will be important to the overall health of our community and important as a place to gather and socialize, young and old."
cTDTrnJq,I would likely use if for lap swim only.  I would prefer to see a Petanque court in addition an yet another Pickleball court. Petanque is low impact and can be played into your 90s. It is more social than Pickleball and is very accessible.
SvftOmel,Huge disappointment that a half million paid a new city staff person over 3-4 yrs to explore PT pool to no avail. Good effort but wasted dollars.
5tCK2GsT,"All ages. Zero entrance pool for infants. Lap lane times for seniors. Papa, Nana and me times for grandkids."
a9C4EXrs,"This is an economically depressed county. We do not have time or the funds to use, or pay for this facility. We also do not believe the tax and use costs that are being provided to us. Many residents believe the actual tax and use costs along with the maintenance / operating costs are grossly understated. Spending a small fraction of the proposed aquatic center dollars updating the current pool makes much more sense. Jefferson County and the City of Port Townsend have squandered tax payers dollars on numerous hair brained projects s"
cgkiDJGt,"at our age we just like to stay home, we wouldn't use the facility if it's built and we shouldn't be taxed for it as well !"
fTkpIYmb,Stop spending money and raising taxes!
hbB6S8OM,"I answered this as the 70+ year old that I am now. However I have been swimming in this pool for 45+ years. Using the pool was an important part of my daughter’s life when she grew up here. Swim lessons, both thru school gym at GrantSt school and private lessons, free play in the pool, party rental were all utilized for 15 years. I have also supported Salish school swim classes for students in the pool. Swimming and water safety is important to know in this coastal town.     I do have hesitations about the construction techniques I have heard recommended for a new, more affordable pool. I have used the Hood River OR town pool with its sliding roof and special plastic roofing. It is a less than optimal experience.  It can be cold and and windy, it can be steamy and humid. Local lap and exercise swimmers there often find themselves preferring to drive 40 to 60 minutes to other pools along the Gorge. Check it out."
nmCi8cZg,I would like everyone to stop taking my money for things we do not need. Let’s look at JC budget and see where we can make cuts as DOGE is doing in Washington.
3CDTA2TU,"No, thank you. I wouldn't use the pool, but it might make sense for those who want the pool to pay for it and not a county-wide tax."
07B663t1,I would prefer a facility run by the YMCA
gUfpdGrz,We believe that swimming in a chlorinated pool is too toxic for use.
eqf3cyYY,"NEVER would use a facility like this to give Port Townsend/Hadlock some entertainment while the remainder of the county just gets more taxes & less services, such as road maintenance, rules that do not apply to rural settings.  The people pushing this are all from out of Washington and have brought their life styles to an area that can't even support meager facilities that must be purchased from another county (electricity).  Now how about Forks Washington?  They seldom can get  a Sheriff to show up.  Disgusting!!!- and you want a swimming pool ?  J. Stone"
